Person,Organization,EdgeType
1540,6795,PhD
1540,6781,Career
1540,7375,Career
1541,7328,Career
1541,6795,PhD
1541,6853,Career
1542,6848,Career
1542,6795,PhD
1543,6795,PhD
1543,7444,Career
1544,6794,Career
1544,6795,PhD
1545,6795,PhD
1545,6852,Career
1545,6853,Career
1546,7345,Career
1546,7042,Career
1546,6795,PhD
1546,6827,Career
1547,6795,PhD
1547,6975,Career
1548,6795,PhD
1548,6781,Career
1549,6848,Career
1549,6795,PhD
1550,6960,Career
1550,6795,PhD
1550,6892,Career
1551,6795,PhD
1551,7030,Career
1552,7162,Career
1552,6795,PhD
1552,6899,Career
1553,6970,Career
1553,6795,PhD
1553,6933,Career
1554,7632,Career
1554,6953,Career
1554,6795,PhD
1555,7481,Career
1555,6795,PhD
1556,6795,PhD
1556,6982,Career
1556,7651,Career
1557,7002,Career
1557,6795,PhD
1557,7654,Career
1558,6795,PhD
1558,6852,Career
1559,6795,PhD
1559,7079,Career
1560,6785,Career
1560,6810,Career
1560,6795,PhD
1561,7033,Career
1561,6795,PhD
1561,6852,Career
1561,6853,Career
1562,6795,PhD
1562,6852,Career
1563,6795,PhD
1563,7677,Career
1563,6853,Career
1564,7641,Career
1564,6795,PhD
1564,7022,Career
1564,6899,Career
1565,7233,Career
1565,6795,PhD
1565,6853,Career
1566,7687,Career
1566,6866,Career
1566,6795,PhD
1566,6853,Career
1566,6781,Career
1567,6795,PhD
1567,7692,Career
1567,6814,Career
1568,6795,PhD
1568,7060,Career
1569,6795,PhD
1569,7157,Career
1570,6866,Career
1570,6795,PhD
1570,7078,Career
1571,7721,Career
1571,7722,Career
1571,6795,PhD
1572,6795,PhD
1572,6852,Career
1573,6795,PhD
1573,6781,Career
1573,7367,Career
1574,6795,PhD
1574,7724,Career
1574,6781,Career
1575,6795,PhD
1575,6781,Career
1575,7725,Career
1576,6795,PhD
1576,6805,Career
1576,6783,Career
1577,6795,PhD
1577,6781,Career
1577,7726,Career
1578,6795,PhD
1578,6855,Career
1579,6849,Career
1579,6795,PhD
1579,6781,Career
1580,7760,Career
1580,6795,PhD
1581,6816,Career
1581,6795,PhD
1582,6795,PhD
1582,6933,Career
1582,6781,Career
1583,6904,Career
1583,6795,PhD
1584,7770,Career
1584,6795,PhD
1585,6848,Career
1585,6795,PhD
1586,6795,PhD
1586,7700,Career
1587,6848,Career
1587,6795,PhD
1588,6882,Career
1588,6795,PhD
1589,6795,PhD
1589,6853,Career
1590,6795,PhD
1590,6781,Career
1591,6795,PhD
1591,7821,Career
1591,7078,Career
1591,6853,Career
1592,7033,Career
1592,6795,PhD
1593,6795,PhD
1593,6853,Career
1594,6795,PhD
1594,6933,Career
1595,6795,PhD
1595,6853,Career
1596,6795,PhD
1596,6852,Career
1597,7143,Career
1597,6953,Career
1597,6795,PhD
1597,6781,Career
1597,7854,Career
1597,7855,Career
1598,7858,Career
1598,6795,PhD
1599,6795,PhD
1599,6852,Career
1600,6795,PhD
1600,7860,Career
1601,7080,Career
1601,6795,PhD
1602,7002,Career
1602,6795,PhD
1603,6795,PhD
1603,6853,Career
1604,6795,PhD
1604,7870,Career
1605,6985,Career
1605,6795,PhD
1606,7938,Career
1606,6795,PhD
1607,7128,Career
1607,7900,Career
1607,7962,Career
1607,6795,PhD
1607,6892,Career
1608,6930,Career
1608,6795,PhD
1609,6852,Career
1609,6795,PhD
1609,7980,Career
1610,6928,Career
1610,6960,Career
1610,6795,PhD
1610,7900,Career
1611,8132,Career
1611,6795,PhD
1611,7908,Career
1612,6795,PhD
1612,6781,Career
1613,7128,Career
1613,6953,Career
1613,6795,PhD
1613,6848,Career
1613,6980,Career
1614,6933,Career
1614,8216,Career
1614,8217,Career
1614,7962,Career
1614,6795,PhD
1614,6781,Career
1615,8218,Career
1615,6795,PhD
1615,8006,Career
1616,6848,Career
1616,6829,Career
1616,6930,Career
1616,7962,Career
1616,6795,PhD
1616,7900,Career
1616,8221,Career
1616,8222,Career
1616,8223,Career
1617,6848,Career
1617,8240,Career
1617,6853,Career
1617,8241,Career
1617,6791,Career
1617,7576,Career
1617,6795,PhD
1617,8239,Career
1618,6795,PhD
1618,7532,Career
1618,6782,Career
1619,8329,Career
1619,6795,PhD
1619,6795,Career
1619,7436,Career
1620,6848,Career
1620,7042,Career
1620,8339,Career
1620,8340,Career
1620,8341,Career
1620,6795,PhD
1621,7985,Career
1621,6818,Career
1621,8420,Career
1621,8421,Career
1621,8422,Career
1621,6795,PhD
1622,8432,Career
1622,8433,Career
1622,7042,Career
1622,8435,Career
1622,7540,Career
1622,6795,PhD
1622,8434,Career
1623,7368,Career
1623,6795,PhD
1624,8454,Career
1624,8455,Career
1624,8456,Career
1624,6985,Career
1624,6795,PhD
1624,8457,Career
1624,6814,Career
1625,8458,Career
1625,6795,PhD
1626,8459,Career
1626,6795,PhD
1627,6795,PhD
1627,7677,Career
1628,6985,Career
1628,6962,Career
1628,6795,PhD
1628,8517,Career
1628,8518,Career
1629,6848,Career
1629,6795,PhD
1630,8577,Career
1630,8578,Career
1630,6795,PhD
1630,8579,Career
1630,8350,Career
1631,6795,PhD
1631,7180,Career
1631,7326,Career
1631,8622,Career
1632,8625,Career
1632,8626,Career
1632,8627,Career
1632,6934,Career
1632,6953,Career
1632,6795,PhD
1632,7615,Career
1633,6848,Career
1633,6985,Career
1633,6795,PhD
1633,8630,Career
1634,8648,Career
1634,6795,PhD
1634,6949,Career
1635,6890,Career
1635,6795,PhD
1635,8653,Career
1636,8656,Career
1636,6795,PhD
1636,6852,Career
1636,6853,Career
1637,6788,Career
1637,6855,Career
1637,8668,Career
1637,6795,PhD
1637,7980,Career
1637,6782,Career
1638,6866,Career
1638,8683,Career
1638,8679,Career
1638,8680,Career
1638,8681,Career
1638,8682,Career
1638,6795,PhD
1638,7532,Career
1638,6781,Career
1639,7137,Career
1639,6795,PhD
1639,7284,Career
1640,8283,Career
1640,6795,PhD
1640,7016,Career
1640,8715,Career
1640,8716,Career
1640,8717,Career
1641,7255,Career
1641,7266,Career
1641,6795,PhD
1641,6805,Career
1641,6991,Career
1642,6960,Career
1642,8776,Career
1642,7002,Career
1642,6795,PhD
1642,8777,Career
1643,8816,Career
1643,8817,Career
1643,7024,Career
1643,8818,Career
1643,6795,PhD
1643,6892,Career
1643,6975,Career
1643,8815,Career
1644,6795,PhD
1644,8835,Career
1644,6933,Career
1645,6795,PhD
1645,8883,Career
1646,6962,Career
1646,6795,PhD
1646,8884,Career
1646,8885,Career
1646,8886,Career
1647,7128,Career
1647,6953,Career
1647,6795,PhD
1647,6852,Career
1648,7016,Career
1648,7914,Career
1648,6795,PhD
1648,7621,Career
1649,6935,Career
1649,8928,Career
1649,6795,PhD
1649,8927,Career
1650,6848,Career
1650,8929,Career
1650,7266,Career
1650,8931,Career
1650,7783,Career
1650,7882,Career
1650,6795,PhD
1650,6892,Career
1650,8930,Career
1650,6800,Career
1650,7089,Career
1650,7568,Career
1650,7064,Career
1651,8960,Career
1651,6985,Career
1651,6962,Career
1651,6795,PhD
1651,8961,Career
1652,6795,PhD
1652,7822,Career
1653,6795,PhD
1653,8988,Career
1654,9003,Career
1654,8999,Career
1654,9000,Career
1654,9001,Career
1654,9002,Career
1654,6795,PhD
1654,6791,Career
1654,9004,Career
1655,6795,PhD
1655,8871,Career
1656,7042,Career
1656,6795,PhD
1656,7002,Career
1656,9022,Career
1656,9021,Career
1657,6795,PhD
1657,7181,Career
1657,9054,Career
1658,6795,PhD
1658,9055,Career
1659,9063,Career
1659,6795,PhD
1659,8197,Career
1659,9062,Career
1659,7255,Career
1660,6848,Career
1660,6960,Career
1660,6795,PhD
1661,6800,Career
1661,6795,PhD
1661,7548,Career
1661,7334,Career
1661,6823,Career
1662,6795,PhD
1662,8486,Career
1663,7128,Career
1663,6800,Career
1663,6795,PhD
1663,6798,Career
1664,6795,PhD
1664,6783,Career
1665,6795,PhD
1665,6781,Career
1665,7142,Career
1666,9243,Career
1666,7747,Career
1666,6824,Career
1666,9241,Career
1666,9242,Career
1666,6795,PhD
1666,6830,Career
1667,8713,Career
1667,7042,Career
1667,6795,PhD
1667,9246,Career
1668,6795,PhD
1668,6933,Career
1669,7299,Career
1669,6852,Career
1669,9302,Career
1669,7448,Career
1669,7002,Career
1669,6795,PhD
1670,6795,PhD
1670,6933,Career
1671,9344,Career
1671,7723,Career
1671,6795,PhD
1671,6892,Career
1671,7037,Career
1672,6785,Career
1672,6795,PhD
1672,6827,Career
1672,7894,Career
1673,9376,Career
1673,6962,Career
1673,6795,PhD
1673,9374,Career
1673,9375,Career
1674,6904,Career
1674,6853,Career
1674,6795,PhD
1674,6781,Career
1674,7055,Career
1675,7488,Career
1675,6795,PhD
1676,6795,PhD
1676,6791,Career
1677,6795,PhD
1677,7134,Career
1678,6795,PhD
1678,6781,Career
1678,6933,Career
1679,7980,Career
1679,6795,PhD
1679,7068,Career
1679,6823,Career
1680,6785,Career
1680,6795,PhD
1680,6781,Career
1681,6795,PhD
1681,9429,Career
1681,9430,Career
1681,9431,Career
1682,6897,Career
1682,6890,Career
1682,6795,PhD
1682,6853,Career
1683,6795,PhD
1683,6900,Career
1683,6853,Career
1684,6795,PhD
1684,6900,Career
1685,6795,PhD
1685,9468,Career
1685,9467,Career
1686,6962,Career
1686,6853,Career
1686,9494,Career
1686,9495,Career
1686,7128,Career
1686,6795,PhD
1686,9493,Career
1687,6795,PhD
1687,6853,Career
1688,6795,PhD
1688,6781,Career
1689,9538,Career
1689,6795,PhD
1689,7108,Career
1689,6826,Career
1689,6853,Career
1690,6795,PhD
1690,6853,Career
1691,6848,Career
1691,6795,PhD
1692,7042,Career
1692,6853,Career
1692,6855,Career
1692,6795,PhD
1692,9596,Career
1692,9597,Career
1693,6795,PhD
1693,6853,Career
1694,6795,PhD
1694,6852,Career
1695,6795,PhD
1695,6852,Career
1696,9665,Career
1696,9666,Career
1696,7283,Career
1696,8307,Career
1696,9241,Career
1696,6795,PhD
1697,7016,Career
1697,6795,PhD
1697,6852,Career
1698,6795,PhD
1698,6781,Career
1698,7101,Career
1699,6795,PhD
1699,6852,Career
1700,6795,PhD
1700,6853,Career
1701,6795,PhD
1701,6796,Career
1701,6829,Career
1702,6795,PhD
1702,6853,Career
1702,6790,Career
1702,6837,Career
1703,6795,PhD
1703,6932,Career
1704,6795,PhD
1704,6855,Career
1705,9763,Career
1705,9762,Career
1705,6795,PhD
1705,9764,Career
1705,8447,Career
1706,6795,PhD
1706,7700,Career
1707,6793,Career
1707,6795,PhD
1708,7305,Career
1708,7042,Career
1708,6795,PhD
1709,9816,Career
1709,6795,PhD
1709,6791,Career
1710,7273,Career
1710,6795,PhD
1710,6783,Career
1711,6826,Career
1711,6795,PhD
1711,9834,Career
1712,6795,PhD
1712,6892,Career
1713,6800,Career
1713,9841,Career
1713,6795,PhD
1714,9843,Career
1714,9842,Career
1714,6795,PhD
1715,7033,Career
1715,6906,Career
1715,6795,PhD
1716,6848,Career
1716,9857,Career
1716,9858,Career
1716,9859,Career
1716,7348,Career
1716,9856,Career
1716,6795,PhD
1716,9274,Career
1716,9855,Career
1717,6795,PhD
1717,6781,Career
1717,9885,Career
1718,9896,Career
1718,6795,PhD
1719,6795,PhD
1719,6803,Career
1720,6787,Career
1720,6795,PhD
1720,6804,Career
1721,7128,Career
1721,6795,PhD
1721,9915,Career
1722,6849,Career
1722,6795,PhD
1722,9916,Career
1723,6795,PhD
1723,7078,Career
1724,6795,PhD
1724,9919,Career
1724,6899,Career
1725,6795,PhD
1725,9924,Career
1725,9923,Career
1726,6800,Career
1726,6795,PhD
1727,6795,PhD
1727,6852,Career
1727,6853,Career
1728,9964,Career
1728,6795,PhD
1728,6892,Career
1729,6795,PhD
1729,9844,Career
1729,6781,Career
1730,6947,Career
1730,6795,PhD
1730,6781,Career
1731,6849,Career
1731,6795,PhD
1731,10006,Career
1732,6792,Career
1732,6795,PhD
1733,6795,PhD
1733,10028,Career
1734,6795,PhD
1734,6781,Career
1734,7142,Career
1735,9960,Career
1735,9625,Career
1735,6795,PhD
1736,6795,PhD
1736,6853,Career
1737,6795,PhD
1737,6853,Career
1738,9880,Career
1738,10042,Career
1738,6795,PhD
1739,6795,PhD
1739,6853,Career
1739,9459,Career
1740,6795,PhD
1740,6853,Career
1741,6795,PhD
1741,6852,Career
1742,10048,Career
1742,6795,PhD
1742,6852,Career
1743,6795,PhD
1743,6853,Career
1744,6795,PhD
1744,10028,Career
1745,6795,PhD
1745,6853,Career
1746,6818,Career
1746,6795,PhD
1747,7002,Career
1747,6795,PhD
1748,6848,Career
1748,6795,PhD
1749,6848,Career
1749,6800,Career
1749,6795,PhD
1750,7002,Career
1750,6795,PhD
1751,6795,PhD
1751,6853,Career
1752,6795,PhD
1752,7078,Career
1753,6795,PhD
1753,6853,Career
1754,6795,PhD
1754,10084,Career
1754,10085,Career
1755,6795,PhD
1755,7053,Career
1756,6905,Career
1756,6795,PhD
1756,6933,Career
1756,6853,Career
1757,7073,Career
1757,7042,Career
1757,10132,Career
1757,10133,Career
1757,10134,Career
1757,10135,Career
1757,6795,PhD
1757,8070,Career
1758,6795,PhD
1758,6813,Career
1758,7894,Career
1759,6816,Career
1759,6960,Career
1759,7962,Career
1759,6795,PhD
1759,10140,Career
1759,6781,Career
1759,10142,Career
1759,10141,Career
1760,6848,Career
1760,6795,PhD
1760,10164,Career
1761,6804,Career
1761,6795,PhD
1761,10172,Career
1761,7102,Career
1762,10177,Career
1762,6795,PhD
1762,6933,Career
1763,6794,Career
1763,6795,PhD
1763,6798,Career
1764,6795,PhD
1764,6933,Career
1765,6795,PhD
1765,6781,Career
1765,6933,Career
1766,6795,PhD
1766,6853,Career
1766,6855,Career
1767,6795,PhD
1767,10212,Career
1768,7002,Career
1768,6795,PhD
1768,6852,Career
1769,6795,PhD
1769,6852,Career
1770,6795,PhD
1770,7078,Career
1771,6795,PhD
1771,6852,Career
1771,10333,Career
1771,6790,Career
1772,10344,Career
1772,6795,PhD
1773,6795,PhD
1773,10357,Career
1773,10358,Career
1774,6795,PhD
1774,10359,Career
1775,6866,Career
1775,6795,PhD
1775,6853,Career
1776,6795,PhD
1776,7382,Career
1777,6849,Career
1777,6795,PhD
1777,6853,Career
1778,6848,Career
1778,6795,PhD
1779,7321,Career
1779,7042,Career
1779,6795,PhD
1779,10381,Career
1780,6795,PhD
1780,6853,Career
1781,7042,Career
1781,6795,PhD
1781,6781,Career
1781,7157,Career
1782,10384,Career
1782,10385,Career
1782,6795,PhD
1782,6853,Career
1782,10383,Career
1783,7010,Career
1783,6795,PhD
1784,10392,Career
1784,7817,Career
1784,6795,PhD
1784,6852,Career
1784,7267,Career
1785,6794,Career
1785,6795,PhD
1785,6852,Career
1785,6781,Career
1786,6795,PhD
1786,7037,Career
1786,10399,Career
1787,7209,Career
1787,7402,Career
1787,6795,PhD
1787,6852,Career
1787,6853,Career
1788,6825,Career
1788,6795,PhD
1789,10424,Career
1789,6961,Career
1789,6795,PhD
1789,7540,Career
1789,9790,Career
1790,10426,Career
1790,6795,PhD
1790,6852,Career
1790,6853,Career
1791,7394,Career
1791,6795,PhD
1792,6795,PhD
1792,8612,Career
1792,8070,Career
1793,6795,PhD
1793,7134,Career
1794,6795,PhD
1794,7078,Career
1795,6970,Career
1795,6795,PhD
1795,6855,Career
1796,7080,Career
1796,6795,PhD
1796,7035,Career
1796,6935,Career
1797,6795,PhD
1797,7068,Career
1797,7134,Career
1798,6795,PhD
1798,6781,Career
1798,10477,Career
1799,6795,PhD
1799,7548,Career
1800,6817,Career
1800,8346,Career
1800,6795,PhD
1801,6795,PhD
1801,10534,Career
1801,7055,Career
1802,10560,Career
1802,10561,Career
1802,7090,Career
1802,6891,Career
1802,7721,Career
1802,6795,PhD
1803,7080,Career
1803,6795,PhD
1803,6852,Career
1804,10586,Career
1804,6795,PhD
1804,6853,Career
1805,6848,Career
1805,6795,PhD
1806,6962,Career
1806,6795,PhD
1806,7075,Career
1807,8272,Career
1807,6795,PhD
1807,6815,Career
1808,6795,PhD
1808,6910,Career
1808,10607,Career
1809,8272,Career
1809,6795,PhD
1809,6796,Career
1809,6781,Career
1810,10616,Career
1810,6795,PhD
1811,6795,PhD
1811,10627,Career
1812,6795,PhD
1812,9638,Career
1813,6795,PhD
1813,6933,Career
1813,10631,Career
1814,6795,PhD
1814,6852,Career
1815,6795,PhD
1815,6899,Career
1816,6795,PhD
1816,6781,Career
1816,6783,Career
1817,7137,Career
1817,6970,Career
1817,6795,PhD
1818,6795,PhD
1818,6852,Career
1819,6849,Career
1819,6795,PhD
1819,6781,Career
1820,6795,PhD
1820,6821,Career
1821,6795,PhD
1821,10653,Career
1821,6853,Career
1822,6795,PhD
1822,10670,Career
1822,10671,Career
1823,7080,Career
1823,10678,Career
1823,10679,Career
1823,6952,Career
1823,7962,Career
1823,6795,PhD
1823,7900,Career
1823,6970,Career
1823,8350,Career
1824,6882,Career
1824,6795,PhD
1824,7834,Career
1825,7298,Career
1825,6795,PhD
1825,6853,Career
1826,10704,Career
1826,6794,Career
1826,6795,PhD
1827,6795,PhD
1827,6852,Career
1827,6853,Career
1828,6795,PhD
1828,8766,Career
1828,7635,Career
1829,10708,Career
1829,6795,PhD
1829,7068,Career
1830,6952,Career
1830,7345,Career
1830,6970,Career
1830,6795,PhD
1830,6852,Career
1831,7216,Career
1831,6795,PhD
1831,10717,Career
1832,6795,PhD
1832,6781,Career
1833,6793,Career
1833,6795,PhD
1833,6781,Career
1834,6793,Career
1834,6795,PhD
1834,6781,Career
1835,6795,PhD
1835,6853,Career
1836,7002,Career
1836,6795,PhD
1836,6781,Career
1837,6795,PhD
1837,6853,Career
1838,10731,Career
1838,6852,Career
1838,7401,Career
1838,6795,PhD
1838,10732,Career
1838,7374,Career
1839,6795,PhD
1839,8115,Career
1840,6897,Career
1840,6795,PhD
1841,7522,Career
1841,6795,PhD
1842,6848,Career
1842,10736,Career
1842,10738,Career
1842,10737,Career
1842,10739,Career
1842,6887,Career
1842,6890,Career
1842,6795,PhD
1842,10735,Career
1843,6786,Career
1843,6795,PhD
1844,6795,PhD
1844,6787,Career
1844,6830,Career
1845,6848,Career
1845,7266,Career
1845,7367,Career
1845,10741,Career
1845,10742,Career
1845,9415,Career
1845,6795,PhD
1845,7822,Career
1846,6849,Career
1846,6795,PhD
1847,6795,PhD
1847,6852,Career
1847,6781,Career
1848,6795,PhD
1848,7396,Career
1849,7080,Career
1849,6795,PhD
1849,6781,Career
1850,6795,PhD
1850,7030,Career
1851,7090,Career
1851,6795,PhD
1851,6853,Career
1852,6795,PhD
1852,10766,Career
1853,7345,Career
1853,6795,PhD
1854,6795,PhD
1854,6853,Career
1855,6795,PhD
1855,6853,Career
1855,6895,Career
1856,6795,PhD
1856,6855,Career
1857,6795,PhD
1857,6781,Career
1858,6848,Career
1858,6795,PhD
1858,6990,Career
1859,6795,PhD
1859,6853,Career
1860,7641,Career
1860,6795,PhD
1860,7030,Career
1861,6795,PhD
1861,6853,Career
1862,7090,Career
1862,6795,PhD
1863,7010,Career
1863,6795,PhD
1863,7255,Career
1864,6795,PhD
1864,6804,Career
1864,6807,Career
1865,6795,PhD
1865,6933,Career
1866,6795,PhD
1866,6853,Career
1867,6953,Career
1867,6795,PhD
1868,6795,PhD
1868,6853,Career
1869,6795,PhD
1869,6852,Career
1870,7022,Career
1870,6963,Career
1870,6795,PhD
1870,6853,Career
1870,7030,Career
1871,6970,Career
1871,6795,PhD
1871,7078,Career
1872,9568,Career
1872,9569,Career
1872,10890,Career
1872,6795,PhD
1872,10891,Career
1873,6795,PhD
1873,7117,Career
1874,6795,PhD
1874,7900,Career
1874,6933,Career
1874,10966,Career
1875,6795,PhD
1875,6781,Career
1875,10967,Career
1876,6795,PhD
1876,6933,Career
1876,6871,Career
1877,11008,Career
1877,6808,Career
1877,7273,Career
1877,6795,PhD
1877,6892,Career
1877,11007,Career
1878,7472,Career
1878,11051,Career
1878,8058,Career
1878,6795,PhD
1878,11052,Career
1879,7472,Career
1879,6930,Career
1879,6795,PhD
1879,11087,Career
1880,9376,Career
1880,7027,Career
1880,6795,PhD
1880,11100,Career
1880,11101,Career
1880,11102,Career
1880,11103,Career
1881,7170,Career
1881,11108,Career
1881,11109,Career
1881,11110,Career
1881,7962,Career
1881,6795,PhD
1881,9982,Career
1882,11112,Career
1882,11111,Career
1882,7128,Career
1882,11113,Career
1882,11114,Career
1882,6795,PhD
1882,7727,Career
1883,11264,Career
1883,6848,Career
1883,11266,Career
1883,6899,Career
1883,11265,Career
1883,9162,Career
1883,6795,PhD
1883,6850,Career
1883,11263,Career
1884,6803,Career
1884,6795,PhD
1884,6804,Career
1885,11329,Career
1885,7962,Career
1885,6795,PhD
1885,10892,Career
1886,8272,Career
1886,9568,Career
1886,6795,PhD
1887,6848,Career
1887,7080,Career
1887,6795,PhD
1887,7078,Career
1887,10950,Career
1888,11380,Career
1888,11381,Career
1888,6904,Career
1888,8073,Career
1888,6795,PhD
1888,6975,Career
1889,6848,Career
1889,6795,PhD
1890,6800,Career
1890,6795,PhD
1890,6781,Career
1890,7894,Career
1890,7653,Career
1891,6848,Career
1891,7778,Career
1891,6795,PhD
1891,6853,Career
1892,6795,PhD
1892,6892,Career
1892,6853,Career
1893,6795,PhD
1893,6933,Career
1894,6795,PhD
1894,8587,Career
1894,6933,Career
1894,11423,Career
1895,6848,Career
1895,6952,Career
1895,9269,Career
1895,11430,Career
1895,11431,Career
1895,7080,Career
1895,6795,PhD
1896,6795,PhD
1896,7143,Career
1897,11440,Career
1897,6795,PhD
1897,7476,Career
1897,7365,Career
1897,7027,Career
1898,7273,Career
1898,6795,PhD
1898,11463,Career
1899,7824,Career
1899,6856,Career
1899,6795,PhD
1899,6892,Career
1900,11496,Career
1900,6890,Career
1900,6795,PhD
1900,7615,Career
1900,11495,Career
1901,11504,Career
1901,11505,Career
1901,11506,Career
1901,11507,Career
1901,11508,Career
1901,6933,Career
1901,6795,PhD
1901,7900,Career
1902,7042,Career
1902,6795,PhD
1902,11517,Career
1903,6848,Career
1903,6993,Career
1903,6795,PhD
1903,6781,Career
1904,6795,PhD
1904,6852,Career
1904,6933,Career
1905,6985,Career
1905,6795,PhD
1905,10590,Career
1906,7361,Career
1906,11608,Career
1906,11609,Career
1906,11610,Career
1906,6795,PhD
1906,9244,Career
1906,6781,Career
1907,7033,Career
1907,7002,Career
1907,6795,PhD
1908,6848,Career
1908,7081,Career
1908,6795,PhD
1909,6808,Career
1909,6795,PhD
1909,6932,Career
1910,6795,PhD
1910,6933,Career
1911,7016,Career
1911,6795,PhD
1911,11846,Career
1912,11875,Career
1912,7064,Career
1912,6795,PhD
1912,6853,Career
1912,6830,Career
1913,6848,Career
1913,11920,Career
1913,11921,Career
1913,6795,PhD
1913,7436,Career
1913,11919,Career
1914,6795,PhD
1914,7134,Career
1915,6933,Career
1915,6871,Career
1915,11960,Career
1915,7548,Career
1915,6795,PhD
1915,6956,Career
1916,12010,Career
1916,6795,PhD
1916,6795,Career
1916,6853,Career
1916,12011,Career
1917,6985,Career
1917,6795,PhD
1917,7075,Career
1917,8937,Career
1918,12041,Career
1918,6795,PhD
1918,7365,Career
1919,6848,Career
1919,6954,Career
1919,6795,PhD
1919,12043,Career
1920,6795,PhD
1920,6892,Career
1920,6853,Career
1921,6962,Career
1921,6795,PhD
1921,6933,Career
1922,6985,Career
1922,6962,Career
1922,6795,PhD
1922,7556,Career
1922,7143,Career
1923,6795,PhD
1923,7532,Career
1924,6795,PhD
1924,6787,Career
1925,6811,Career
1925,6795,PhD
1925,6796,Career
1925,7055,Career
1926,7042,Career
1926,6795,PhD
1926,7900,Career
1926,6855,Career
1927,6960,Career
1927,6795,PhD
1927,6852,Career
1928,7091,Career
1928,7068,Career
1928,6795,PhD
1928,6820,Career
1928,6781,Career
1929,6991,Career
1929,6795,PhD
1929,7743,Career
1930,6848,Career
1930,6795,PhD
1930,6783,Career
1931,6795,PhD
1931,7134,Career
1931,7367,Career
1932,6795,PhD
1932,6789,Career
1933,6848,Career
1933,6795,PhD
1933,7132,Career
1934,6795,PhD
1934,7540,Career
1934,6814,Career
1935,12304,Career
1935,12481,Career
1935,12482,Career
1935,6982,Career
1935,8826,Career
1935,6795,PhD
1935,6970,Career
1936,6795,PhD
1936,8039,Career
1937,6848,Career
1937,7002,Career
1937,6795,PhD
1937,6853,Career
1938,6795,PhD
1938,6795,Career
1938,6782,Career
1939,6795,PhD
1939,6933,Career
1940,6795,PhD
1940,6933,Career
1941,7016,Career
1941,6795,PhD
1941,7078,Career
1942,6825,Career
1942,6930,Career
1942,6795,PhD
1942,12541,Career
1943,6795,PhD
1943,10046,Career
1944,6795,PhD
1944,7078,Career
1945,7104,Career
1945,7443,Career
1945,6795,PhD
1945,6853,Career
1946,12242,Career
1946,6795,PhD
1946,6852,Career
1946,6853,Career
1947,6795,PhD
1947,12604,Career
1947,7255,Career
1948,12682,Career
1948,6795,PhD
1948,6798,Career
1949,7474,Career
1949,6795,PhD
1950,6882,Career
1950,6795,PhD
1951,6848,Career
1951,6825,Career
1951,12754,Career
1951,6795,PhD
1951,6853,Career
1952,8329,Career
1952,6795,PhD
1952,12756,Career
1953,6795,PhD
1953,6852,Career
1953,6853,Career
1953,10950,Career
1954,7377,Career
1954,6795,PhD
1954,8436,Career
1955,6848,Career
1955,6795,PhD
1956,6848,Career
1956,6795,PhD
1957,6852,Career
1957,6795,PhD
1957,7732,Career
1957,7157,Career
1957,6849,Career
1958,6795,PhD
1958,7255,Career
1959,12097,Career
1959,12770,Career
1959,6795,PhD
1959,7053,Career
1959,7783,Career
1960,6848,Career
1960,6795,PhD
1961,12776,Career
1961,6795,PhD
1961,7372,Career
1962,9274,Career
1962,6795,PhD
1962,12779,Career
1963,6848,Career
1963,6795,PhD
1963,12780,Career
1964,7721,Career
1964,7090,Career
1964,6795,PhD
1965,8560,Career
1965,6795,PhD
1965,12789,Career
1966,6795,PhD
1966,6982,Career
1967,7042,Career
1967,6795,PhD
1967,6853,Career
1967,8814,Career
1968,12811,Career
1968,10243,Career
1968,7042,Career
1968,6795,PhD
1968,6849,Career
1969,7042,Career
1969,6795,PhD
1969,7002,Career
1970,6946,Career
1970,6795,PhD
1971,6795,PhD
1971,7078,Career
1971,10950,Career
1972,7016,Career
1972,6795,PhD
1973,6930,Career
1973,6795,PhD
1973,6804,Career
1974,6795,PhD
1974,6855,Career
1975,6795,PhD
1975,6798,Career
1976,12851,Career
1976,6795,PhD
1976,6892,Career
1976,12852,Career
1977,6867,Career
1977,6804,PhD
1978,6868,Career
1978,6804,PhD
1979,6852,Career
1979,6899,Career
1979,6804,PhD
1979,6853,Career
1980,6804,PhD
1980,6910,Career
1981,6817,Career
1981,6804,PhD
1982,7032,Career
1982,7031,Career
1982,6804,PhD
1982,6791,Career
1983,6904,Career
1983,6852,Career
1983,7043,Career
1983,6804,PhD
1984,6960,Career
1984,6804,PhD
1985,6804,PhD
1985,6790,Career
1986,6852,Career
1986,6804,PhD
1987,6852,Career
1987,6804,PhD
1988,7329,Career
1988,6804,PhD
1989,6804,PhD
1989,7333,Career
1989,6791,Career
1990,6804,PhD
1990,7366,Career
1990,6791,Career
1991,6804,PhD
1991,7078,Career
1992,7090,Career
1992,6804,PhD
1993,6930,Career
1993,6804,PhD
1993,7399,Career
1994,7433,Career
1994,6795,Career
1994,6804,PhD
1995,6804,PhD
1995,6853,Career
1995,7022,Career
1996,7476,Career
1996,6804,PhD
1996,7156,Career
1996,7477,Career
1996,6791,Career
1997,6849,Career
1997,6804,PhD
1997,6853,Career
1998,7256,Career
1998,6804,PhD
1998,7254,Career
1999,7507,Career
1999,6804,PhD
1999,7326,Career
1999,6791,Career
2000,6804,PhD
2000,7079,Career
